event_type,log_feature,volume,resource_type,severity_type
event_type 23,feature 134,1,resource_type 7,severity_type 1
event_type 13,feature 273,6,resource_type 4,severity_type 1
event_type 34,feature 315,3,resource_type 2,severity_type 2
event_type 34,feature 234,12,resource_type 2,severity_type 2
event_type 2,feature 209,2,resource_type 8,severity_type 1
event_type 20,feature 301,3,resource_type 2,severity_type 1
event_type 11,feature 347,2,resource_type 8,severity_type 1
event_type 42,feature 368,7,resource_type 2,severity_type 1
event_type 34,feature 233,2,resource_type 2,severity_type 2
event_type 14,feature 163,1,resource_type 7,severity_type 1
event_type 20,feature 85,2,resource_type 2,severity_type 1
event_type 35,feature 234,42,resource_type 2,severity_type 2
event_type 35,feature 307,1,resource_type 2,severity_type 2
event_type 13,feature 306,3,resource_type 10,severity_type 1
event_type 13,feature 345,1,resource_type 6,severity_type 1
event_type 11,feature 193,3,resource_type 8,severity_type 1
event_type 34,feature 227,1,resource_type 2,severity_type 2
event_type 34,feature 228,1,resource_type 2,severity_type 2
event_type 20,feature 54,40,resource_type 6,severity_type 1
event_type 35,feature 312,4,resource_type 2,severity_type 2
event_type 34,feature 314,69,resource_type 2,severity_type 2
event_type 15,feature 203,6,resource_type 2,severity_type 1
event_type 43,feature 375,5,resource_type 2,severity_type 1
event_type 11,feature 193,3,resource_type 8,severity_type 1
event_type 20,feature 68,21,resource_type 4,severity_type 1
event_type 11,feature 134,1,resource_type 2,severity_type 1
event_type 13,feature 248,1,resource_type 7,severity_type 1
event_type 45,feature 283,5,resource_type 2,severity_type 1
event_type 27,feature 55,1,resource_type 3,severity_type 1
event_type 15,feature 82,42,resource_type 8,severity_type 2
event_type 35,feature 227,1,resource_type 2,severity_type 2
event_type 35,feature 312,2,resource_type 2,severity_type 1
event_type 11,feature 44,4,resource_type 2,severity_type 1
event_type 13,feature 273,2,resource_type 7,severity_type 1
event_type 15,feature 203,2,resource_type 8,severity_type 2
event_type 22,feature 54,5,resource_type 2,severity_type 1
event_type 11,feature 203,2,resource_type 8,severity_type 1
event_type 34,feature 235,5,resource_type 2,severity_type 2
event_type 5,feature 209,3,resource_type 2,severity_type 1
event_type 11,feature 46,2,resource_type 8,severity_type 1
event_type 23,feature 222,1,resource_type 7,severity_type 1
event_type 20,feature 134,1,resource_type 2,severity_type 1
event_type 15,feature 203,8,resource_type 8,severity_type 1
event_type 14,feature 134,1,resource_type 4,severity_type 1
event_type 34,feature 235,1,resource_type 2,severity_type 2
event_type 14,feature 304,1,resource_type 4,severity_type 1
event_type 20,feature 301,1,resource_type 2,severity_type 1
event_type 35,feature 310,2,resource_type 2,severity_type 2
event_type 34,feature 233,55,resource_type 2,severity_type 2
event_type 11,feature 55,1,resource_type 8,severity_type 1
event_type 11,feature 306,1,resource_type 7,severity_type 1
event_type 35,feature 314,14,resource_type 2,severity_type 2
event_type 15,feature 193,3,resource_type 8,severity_type 1
event_type 11,feature 201,1,resource_type 8,severity_type 1
event_type 35,feature 312,7,resource_type 2,severity_type 2
event_type 35,feature 307,1,resource_type 2,severity_type 2
event_type 20,feature 68,2,resource_type 4,severity_type 1
event_type 34,feature 227,17,resource_type 2,severity_type 2
event_type 27,feature 153,8,resource_type 3,severity_type 1
event_type 35,feature 312,9,resource_type 2,severity_type 2
event_type 23,feature 303,2,resource_type 8,severity_type 1
event_type 15,feature 82,33,resource_type 8,severity_type 1
event_type 35,feature 315,2,resource_type 2,severity_type 2
event_type 35,feature 313,1,resource_type 2,severity_type 4
event_type 54,feature 193,9,resource_type 2,severity_type 1
event_type 35,feature 312,2,resource_type 2,severity_type 1
event_type 34,feature 312,25,resource_type 2,severity_type 2
event_type 10,feature 39,3,resource_type 9,severity_type 1
event_type 15,feature 201,2,resource_type 8,severity_type 2
event_type 15,feature 71,6,resource_type 8,severity_type 2
event_type 11,feature 193,3,resource_type 8,severity_type 1
event_type 42,feature 376,6,resource_type 2,severity_type 1
event_type 34,feature 232,5,resource_type 2,severity_type 2
event_type 20,feature 219,17,resource_type 8,severity_type 1
event_type 35,feature 312,11,resource_type 2,severity_type 2
event_type 23,feature 170,6,resource_type 4,severity_type 1
event_type 35,feature 228,22,resource_type 2,severity_type 2
event_type 15,feature 82,14,resource_type 8,severity_type 1
event_type 35,feature 232,16,resource_type 2,severity_type 2
event_type 20,feature 68,80,resource_type 8,severity_type 1
event_type 15,feature 82,9,resource_type 8,severity_type 2
event_type 15,feature 71,1,resource_type 8,severity_type 1
event_type 23,feature 75,1,resource_type 7,severity_type 4
event_type 35,feature 235,132,resource_type 2,severity_type 2
event_type 20,feature 305,1,resource_type 2,severity_type 1
event_type 35,feature 313,1,resource_type 2,severity_type 2
event_type 34,feature 312,23,resource_type 2,severity_type 2
event_type 34,feature 312,8,resource_type 2,severity_type 2
event_type 35,feature 312,14,resource_type 2,severity_type 2
event_type 14,feature 134,1,resource_type 4,severity_type 1
event_type 15,feature 203,3,resource_type 2,severity_type 1
event_type 34,feature 312,3,resource_type 2,severity_type 2
event_type 11,feature 195,1,resource_type 8,severity_type 2
event_type 15,feature 82,26,resource_type 8,severity_type 1
event_type 14,feature 134,1,resource_type 2,severity_type 1
event_type 35,feature 312,4,resource_type 8,severity_type 1
event_type 34,feature 232,1,resource_type 2,severity_type 2
event_type 45,feature 283,20,resource_type 2,severity_type 1
event_type 10,feature 219,1,resource_type 3,severity_type 1
event_type 11,feature 55,1,resource_type 8,severity_type 1
event_type 43,feature 283,1,resource_type 2,severity_type 2
event_type 28,feature 98,3,resource_type 9,severity_type 1
event_type 35,feature 307,2,resource_type 2,severity_type 2
event_type 34,feature 134,1,resource_type 2,severity_type 1
event_type 34,feature 316,1,resource_type 2,severity_type 2
event_type 23,feature 306,1,resource_type 4,severity_type 1
event_type 35,feature 219,1,resource_type 2,severity_type 1
event_type 35,feature 232,1,resource_type 2,severity_type 2
event_type 50,feature 374,1,resource_type 2,severity_type 1
event_type 11,feature 68,1,resource_type 8,severity_type 2
event_type 34,feature 228,28,resource_type 2,severity_type 2
event_type 11,feature 56,1,resource_type 2,severity_type 1
event_type 34,feature 160,1,resource_type 8,severity_type 1
event_type 15,feature 203,2,resource_type 8,severity_type 2
event_type 11,feature 55,21,resource_type 8,severity_type 1
event_type 15,feature 172,1,resource_type 8,severity_type 1
event_type 15,feature 196,1,resource_type 8,severity_type 1
event_type 45,feature 375,4,resource_type 2,severity_type 1
event_type 34,feature 309,19,resource_type 2,severity_type 2
event_type 35,feature 315,7,resource_type 2,severity_type 2
event_type 22,feature 273,4,resource_type 8,severity_type 1
event_type 23,feature 306,9,resource_type 8,severity_type 2
event_type 15,feature 203,1,resource_type 8,severity_type 1
event_type 15,feature 82,12,resource_type 8,severity_type 2
event_type 11,feature 56,43,resource_type 8,severity_type 1
event_type 11,feature 27,1,resource_type 8,severity_type 2
event_type 15,feature 203,16,resource_type 8,severity_type 2
event_type 35,feature 310,13,resource_type 2,severity_type 2
event_type 22,feature 170,1,resource_type 4,severity_type 1
event_type 11,feature 54,19,resource_type 8,severity_type 1
event_type 54,feature 193,1,resource_type 8,severity_type 1
event_type 11,feature 170,3,resource_type 8,severity_type 1
event_type 34,feature 312,104,resource_type 2,severity_type 2
event_type 15,feature 82,9,resource_type 8,severity_type 2
event_type 15,feature 71,6,resource_type 8,severity_type 1
event_type 13,feature 306,2,resource_type 4,severity_type 1
event_type 34,feature 233,1,resource_type 2,severity_type 2
event_type 34,feature 312,1,resource_type 2,severity_type 2
event_type 34,feature 234,7,resource_type 2,severity_type 2
event_type 35,feature 310,29,resource_type 2,severity_type 2
event_type 20,feature 134,1,resource_type 2,severity_type 1
event_type 34,feature 232,1,resource_type 2,severity_type 2
event_type 42,feature 376,4,resource_type 2,severity_type 1
event_type 11,feature 172,206,resource_type 8,severity_type 1
event_type 35,feature 313,11,resource_type 2,severity_type 2
event_type 34,feature 233,5,resource_type 2,severity_type 2
event_type 11,feature 68,1,resource_type 4,severity_type 2
event_type 39,feature 171,6,resource_type 8,severity_type 1
event_type 11,feature 179,2,resource_type 6,severity_type 1
event_type 5,feature 54,157,resource_type 8,severity_type 1
event_type 42,feature 291,1,resource_type 2,severity_type 1
event_type 7,feature 203,12,resource_type 8,severity_type 1
event_type 11,feature 203,27,resource_type 8,severity_type 1
event_type 42,feature 283,5,resource_type 2,severity_type 1
event_type 11,feature 134,1,resource_type 8,severity_type 1
event_type 13,feature 242,1,resource_type 6,severity_type 1
event_type 15,feature 203,63,resource_type 8,severity_type 1
event_type 43,feature 290,1,resource_type 2,severity_type 1
event_type 34,feature 312,24,resource_type 2,severity_type 2
event_type 34,feature 29,1,resource_type 8,severity_type 1
event_type 11,feature 215,1,resource_type 8,severity_type 1
event_type 10,feature 212,4,resource_type 3,severity_type 1
event_type 35,feature 314,1,resource_type 2,severity_type 2
event_type 35,feature 219,2,resource_type 2,severity_type 1
event_type 13,feature 170,63,resource_type 6,severity_type 1
event_type 15,feature 82,48,resource_type 8,severity_type 1
event_type 30,feature 38,5,resource_type 3,severity_type 1
event_type 23,feature 305,1,resource_type 8,severity_type 2
event_type 11,feature 55,39,resource_type 8,severity_type 1
event_type 23,feature 223,2,resource_type 10,severity_type 1
event_type 15,feature 203,7,resource_type 2,severity_type 1
event_type 34,feature 95,1,resource_type 8,severity_type 1
event_type 13,feature 273,2,resource_type 8,severity_type 1
event_type 35,feature 219,1,resource_type 2,severity_type 1
event_type 44,feature 375,2,resource_type 2,severity_type 1
event_type 50,feature 283,1,resource_type 2,severity_type 1
event_type 20,feature 134,1,resource_type 8,severity_type 1
event_type 15,feature 82,7,resource_type 8,severity_type 1
event_type 35,feature 315,3,resource_type 2,severity_type 2
event_type 11,feature 134,2,resource_type 8,severity_type 1
event_type 34,feature 232,2,resource_type 2,severity_type 2
event_type 11,feature 135,1,resource_type 7,severity_type 1
event_type 54,feature 305,5,resource_type 2,severity_type 4
event_type 10,feature 39,2,resource_type 5,severity_type 1
event_type 11,feature 306,1,resource_type 2,severity_type 1
event_type 15,feature 82,22,resource_type 8,severity_type 1
event_type 15,feature 80,1,resource_type 8,severity_type 2
event_type 11,feature 345,4,resource_type 6,severity_type 1
event_type 11,feature 54,1,resource_type 6,severity_type 1
event_type 35,feature 312,1,resource_type 2,severity_type 4
event_type 20,feature 171,17,resource_type 8,severity_type 1
event_type 35,feature 234,31,resource_type 2,severity_type 2
event_type 15,feature 203,20,resource_type 8,severity_type 2
event_type 34,feature 313,2,resource_type 2,severity_type 2
event_type 11,feature 170,3,resource_type 2,severity_type 1
event_type 23,feature 306,5,resource_type 7,severity_type 2
event_type 18,feature 273,1,resource_type 6,severity_type 1
event_type 43,feature 376,12,resource_type 2,severity_type 1
event_type 34,feature 307,1,resource_type 2,severity_type 2
event_type 34,feature 312,10,resource_type 2,severity_type 2
event_type 34,feature 312,5,resource_type 2,severity_type 2
event_type 35,feature 234,10,resource_type 2,severity_type 2
event_type 11,feature 196,3,resource_type 8,severity_type 1
event_type 20,feature 134,1,resource_type 2,severity_type 1
event_type 35,feature 310,2,resource_type 2,severity_type 2
event_type 11,feature 54,2,resource_type 8,severity_type 1
event_type 11,feature 345,1,resource_type 6,severity_type 1
event_type 11,feature 306,2,resource_type 8,severity_type 2
event_type 24,feature 75,1,resource_type 7,severity_type 1
event_type 43,feature 375,5,resource_type 2,severity_type 1
event_type 11,feature 77,1,resource_type 8,severity_type 2
event_type 35,feature 312,1,resource_type 2,severity_type 2
event_type 22,feature 197,2,resource_type 7,severity_type 2
event_type 11,feature 51,1,resource_type 8,severity_type 2
event_type 11,feature 307,2,resource_type 8,severity_type 2
event_type 34,feature 312,1,resource_type 2,severity_type 2
event_type 11,feature 191,1,resource_type 8,severity_type 1
event_type 23,feature 134,1,resource_type 8,severity_type 1
event_type 34,feature 313,1,resource_type 2,severity_type 2
event_type 11,feature 42,4,resource_type 8,severity_type 2
event_type 11,feature 182,1,resource_type 8,severity_type 1
