id,event_type,log_feature,volume,resource_type,severity_type
3745,event_type 11,feature 301,1,resource_type 8,severity_type 1
5266,event_type 35,feature 313,5,resource_type 2,severity_type 2
13952,event_type 15,feature 71,2,resource_type 8,severity_type 2
1164,event_type 22,feature 273,2,resource_type 4,severity_type 1
1921,event_type 35,feature 313,2,resource_type 2,severity_type 2
1312,event_type 35,feature 313,8,resource_type 2,severity_type 2
8052,event_type 11,feature 203,25,resource_type 8,severity_type 1
6652,event_type 34,feature 233,1,resource_type 2,severity_type 2
11548,event_type 11,feature 312,2,resource_type 8,severity_type 1
446,event_type 11,feature 54,1,resource_type 6,severity_type 1
6619,event_type 35,feature 232,3,resource_type 2,severity_type 2
17857,event_type 11,feature 44,1,resource_type 8,severity_type 1
4664,event_type 11,feature 193,2,resource_type 8,severity_type 1
6614,event_type 34,feature 229,33,resource_type 2,severity_type 2
7490,event_type 11,feature 203,7,resource_type 8,severity_type 1
8275,event_type 23,feature 345,1,resource_type 7,severity_type 1
2208,event_type 15,feature 82,8,resource_type 8,severity_type 2
6522,event_type 42,feature 291,3,resource_type 2,severity_type 1
2184,event_type 13,feature 345,1,resource_type 8,severity_type 1
1379,event_type 23,feature 118,2,resource_type 4,severity_type 1
4208,event_type 35,feature 234,7,resource_type 2,severity_type 2
1644,event_type 11,feature 73,6,resource_type 9,severity_type 1
11595,event_type 11,feature 54,40,resource_type 4,severity_type 1
12158,event_type 35,feature 312,3,resource_type 2,severity_type 2
12839,event_type 11,feature 54,1,resource_type 8,severity_type 1
7456,event_type 35,feature 219,1,resource_type 2,severity_type 1
2835,event_type 35,feature 315,3,resource_type 2,severity_type 2
5387,event_type 11,feature 71,8,resource_type 8,severity_type 1
6172,event_type 15,feature 80,5,resource_type 8,severity_type 1
16704,event_type 34,feature 234,9,resource_type 2,severity_type 2
3331,event_type 34,feature 232,1,resource_type 2,severity_type 2
10203,event_type 35,feature 227,1,resource_type 2,severity_type 2
1764,event_type 34,feature 307,1,resource_type 2,severity_type 2
3745,event_type 11,feature 160,1,resource_type 2,severity_type 1
2251,event_type 35,feature 313,1,resource_type 2,severity_type 4
3631,event_type 34,feature 315,1,resource_type 2,severity_type 2
157,event_type 11,feature 202,2,resource_type 8,severity_type 1
16378,event_type 11,feature 170,3,resource_type 8,severity_type 1
11179,event_type 15,feature 82,22,resource_type 8,severity_type 1
3742,event_type 20,feature 273,4,resource_type 4,severity_type 1
4561,event_type 35,feature 312,1,resource_type 2,severity_type 2
15241,event_type 34,feature 312,1,resource_type 2,severity_type 2
17369,event_type 11,feature 134,3,resource_type 2,severity_type 1
5121,event_type 11,feature 277,1,resource_type 2,severity_type 1
6523,event_type 35,feature 232,24,resource_type 2,severity_type 2
2406,event_type 15,feature 193,7,resource_type 8,severity_type 1
14985,event_type 13,feature 273,1,resource_type 8,severity_type 1
9996,event_type 11,feature 74,1,resource_type 8,severity_type 1
5982,event_type 23,feature 54,1,resource_type 8,severity_type 1
10280,event_type 35,feature 278,1,resource_type 2,severity_type 1
2880,event_type 11,feature 10,3,resource_type 8,severity_type 1
11813,event_type 35,feature 236,2,resource_type 2,severity_type 2
8126,event_type 20,feature 219,1,resource_type 2,severity_type 1
5683,event_type 50,feature 370,3,resource_type 2,severity_type 1
15161,event_type 18,feature 68,2,resource_type 8,severity_type 1
6563,event_type 14,feature 306,1,resource_type 7,severity_type 1
10932,event_type 11,feature 171,17,resource_type 8,severity_type 1
18046,event_type 34,feature 312,2,resource_type 2,severity_type 2
859,event_type 35,feature 221,1,resource_type 2,severity_type 1
5985,event_type 35,feature 233,13,resource_type 2,severity_type 2
12259,event_type 26,feature 276,1,resource_type 9,severity_type 2
2305,event_type 20,feature 134,1,resource_type 2,severity_type 1
2917,event_type 15,feature 56,1,resource_type 1,severity_type 1
2157,event_type 22,feature 75,2,resource_type 4,severity_type 1
17854,event_type 23,feature 47,6,resource_type 8,severity_type 1
17431,event_type 11,feature 201,1,resource_type 8,severity_type 1
17172,event_type 44,feature 375,1,resource_type 2,severity_type 1
3054,event_type 11,feature 273,1,resource_type 6,severity_type 1
1745,event_type 15,feature 203,5,resource_type 8,severity_type 1
8686,event_type 34,feature 235,1,resource_type 2,severity_type 1
11696,event_type 11,feature 219,1,resource_type 4,severity_type 1
12605,event_type 34,feature 227,1,resource_type 2,severity_type 2
18524,event_type 11,feature 203,5,resource_type 8,severity_type 1
16960,event_type 35,feature 311,2,resource_type 2,severity_type 2
15676,event_type 34,feature 310,7,resource_type 2,severity_type 2
8074,event_type 34,feature 232,3,resource_type 2,severity_type 2
1379,event_type 20,feature 118,2,resource_type 7,severity_type 1
18075,event_type 21,feature 223,2,resource_type 4,severity_type 1
14804,event_type 20,feature 160,1,resource_type 8,severity_type 1
11595,event_type 23,feature 164,1,resource_type 8,severity_type 1
2416,event_type 34,feature 307,1,resource_type 2,severity_type 2
387,event_type 11,feature 55,1,resource_type 2,severity_type 2
6563,event_type 23,feature 163,2,resource_type 7,severity_type 1
3982,event_type 35,feature 301,1,resource_type 2,severity_type 1
14066,event_type 34,feature 234,4,resource_type 2,severity_type 2
7378,event_type 27,feature 55,1,resource_type 5,severity_type 1
10024,event_type 35,feature 235,111,resource_type 2,severity_type 2
11563,event_type 35,feature 312,24,resource_type 2,severity_type 2
3904,event_type 15,feature 82,6,resource_type 8,severity_type 2
4353,event_type 34,feature 313,3,resource_type 2,severity_type 2
920,event_type 35,feature 232,2,resource_type 2,severity_type 2
2977,event_type 23,feature 87,4,resource_type 8,severity_type 1
15599,event_type 23,feature 199,1,resource_type 7,severity_type 1
1324,event_type 22,feature 306,8,resource_type 7,severity_type 2
1852,event_type 20,feature 306,3,resource_type 8,severity_type 1
10181,event_type 35,feature 312,5,resource_type 2,severity_type 1
8179,event_type 11,feature 54,1,resource_type 8,severity_type 1
12372,event_type 35,feature 232,1,resource_type 2,severity_type 2
16109,event_type 35,feature 308,1,resource_type 2,severity_type 4
13215,event_type 18,feature 273,1,resource_type 8,severity_type 1
3183,event_type 22,feature 68,18,resource_type 6,severity_type 1
11595,event_type 23,feature 54,40,resource_type 2,severity_type 1
14618,event_type 44,feature 283,5,resource_type 2,severity_type 1
4123,event_type 22,feature 222,2,resource_type 7,severity_type 2
7103,event_type 20,feature 134,1,resource_type 2,severity_type 1
17876,event_type 47,feature 376,1,resource_type 2,severity_type 1
11038,event_type 34,feature 308,2,resource_type 2,severity_type 2
15144,event_type 11,feature 172,1,resource_type 8,severity_type 1
12716,event_type 34,feature 232,13,resource_type 2,severity_type 2
14330,event_type 34,feature 232,3,resource_type 2,severity_type 2
6740,event_type 15,feature 71,3,resource_type 8,severity_type 2
7138,event_type 11,feature 95,1,resource_type 2,severity_type 1
8245,event_type 11,feature 232,1,resource_type 8,severity_type 1
9808,event_type 11,feature 71,3,resource_type 8,severity_type 1
10663,event_type 35,feature 313,32,resource_type 2,severity_type 2
14066,event_type 35,feature 314,4,resource_type 2,severity_type 2
8229,event_type 11,feature 195,10,resource_type 8,severity_type 1
15280,event_type 20,feature 134,1,resource_type 2,severity_type 1
334,event_type 22,feature 306,1,resource_type 7,severity_type 2
11402,event_type 35,feature 232,2,resource_type 2,severity_type 2
12433,event_type 35,feature 312,1,resource_type 2,severity_type 2
2977,event_type 13,feature 170,4,resource_type 7,severity_type 1
11746,event_type 11,feature 345,1,resource_type 8,severity_type 1
4582,event_type 20,feature 306,4,resource_type 7,severity_type 1
656,event_type 35,feature 228,23,resource_type 2,severity_type 2
4232,event_type 15,feature 203,55,resource_type 8,severity_type 2
5226,event_type 20,feature 134,1,resource_type 2,severity_type 1
7807,event_type 15,feature 82,22,resource_type 8,severity_type 2
8858,event_type 11,feature 54,1,resource_type 8,severity_type 1
4202,event_type 42,feature 374,1,resource_type 2,severity_type 2
27,event_type 11,feature 195,2,resource_type 8,severity_type 1
9155,event_type 11,feature 193,4,resource_type 8,severity_type 1
5714,event_type 35,feature 227,14,resource_type 2,severity_type 2
18203,event_type 15,feature 82,6,resource_type 8,severity_type 2
16379,event_type 35,feature 312,19,resource_type 2,severity_type 2
2082,event_type 11,feature 165,2,resource_type 8,severity_type 1
16913,event_type 11,feature 71,1,resource_type 9,severity_type 1
2266,event_type 11,feature 80,2,resource_type 8,severity_type 1
11738,event_type 11,feature 56,9,resource_type 8,severity_type 1
15806,event_type 34,feature 312,1,resource_type 2,severity_type 2
2524,event_type 15,feature 71,2,resource_type 2,severity_type 1
909,event_type 11,feature 171,1,resource_type 8,severity_type 2
2266,event_type 11,feature 56,1,resource_type 2,severity_type 1
9882,event_type 34,feature 309,54,resource_type 2,severity_type 2
8892,event_type 35,feature 232,3,resource_type 2,severity_type 2
3742,event_type 14,feature 306,1,resource_type 7,severity_type 1
339,event_type 11,feature 170,1,resource_type 7,severity_type 1
3700,event_type 22,feature 219,1,resource_type 6,severity_type 1
16495,event_type 11,feature 68,1,resource_type 8,severity_type 2
11353,event_type 10,feature 39,1,resource_type 3,severity_type 1
3785,event_type 11,feature 195,3,resource_type 8,severity_type 1
17993,event_type 14,feature 163,2,resource_type 2,severity_type 1
16572,event_type 11,feature 71,2,resource_type 8,severity_type 1
11547,event_type 54,feature 71,3,resource_type 8,severity_type 1
188,event_type 34,feature 312,1,resource_type 2,severity_type 2
638,event_type 35,feature 235,2,resource_type 2,severity_type 2
9923,event_type 11,feature 39,1,resource_type 3,severity_type 2
1714,event_type 35,feature 313,2,resource_type 2,severity_type 2
4176,event_type 20,feature 312,1,resource_type 2,severity_type 1
7138,event_type 34,feature 277,1,resource_type 8,severity_type 1
2613,event_type 35,feature 313,16,resource_type 2,severity_type 2
2628,event_type 34,feature 234,19,resource_type 2,severity_type 2
4524,event_type 54,feature 71,3,resource_type 8,severity_type 1
17344,event_type 23,feature 163,4,resource_type 7,severity_type 1
8938,event_type 11,feature 70,6,resource_type 8,severity_type 2
9712,event_type 34,feature 232,2,resource_type 2,severity_type 2
5504,event_type 15,feature 201,3,resource_type 1,severity_type 1
13571,event_type 11,feature 134,1,resource_type 2,severity_type 1
5296,event_type 34,feature 314,1,resource_type 2,severity_type 2
4482,event_type 35,feature 312,4,resource_type 2,severity_type 1
6210,event_type 34,feature 231,1,resource_type 2,severity_type 2
16966,event_type 35,feature 181,1,resource_type 2,severity_type 2
7612,event_type 34,feature 307,5,resource_type 2,severity_type 2
13965,event_type 11,feature 163,3,resource_type 4,severity_type 1
14076,event_type 11,feature 71,2,resource_type 8,severity_type 1
142,event_type 15,feature 80,1,resource_type 8,severity_type 1
2114,event_type 15,feature 71,7,resource_type 8,severity_type 1
15224,event_type 15,feature 203,28,resource_type 8,severity_type 2
5169,event_type 11,feature 202,2,resource_type 8,severity_type 1
2639,event_type 11,feature 207,1,resource_type 8,severity_type 1
8590,event_type 49,feature 285,14,resource_type 2,severity_type 1
16989,event_type 11,feature 198,2,resource_type 8,severity_type 1
4582,event_type 22,feature 345,1,resource_type 8,severity_type 1
14858,event_type 2,feature 1,1,resource_type 8,severity_type 1
11472,event_type 15,feature 82,8,resource_type 8,severity_type 1
6487,event_type 18,feature 273,1,resource_type 8,severity_type 1
11637,event_type 11,feature 94,2,resource_type 2,severity_type 1
11424,event_type 34,feature 315,1,resource_type 2,severity_type 2
14829,event_type 34,feature 313,12,resource_type 2,severity_type 2
6153,event_type 54,feature 80,2,resource_type 8,severity_type 1
8382,event_type 35,feature 312,1,resource_type 2,severity_type 2
2392,event_type 54,feature 82,12,resource_type 8,severity_type 1
17841,event_type 15,feature 71,3,resource_type 8,severity_type 2
5296,event_type 35,feature 229,1,resource_type 2,severity_type 2
795,event_type 20,feature 219,1,resource_type 2,severity_type 1
13836,event_type 34,feature 307,1,resource_type 2,severity_type 2
3160,event_type 35,feature 232,1,resource_type 2,severity_type 2
1675,event_type 35,feature 235,258,resource_type 2,severity_type 2
3700,event_type 22,feature 273,1,resource_type 2,severity_type 1
14855,event_type 35,feature 232,1,resource_type 2,severity_type 2
11953,event_type 54,feature 71,5,resource_type 8,severity_type 1
11315,event_type 35,feature 312,3,resource_type 2,severity_type 2
5872,event_type 35,feature 312,7,resource_type 2,severity_type 2
12719,event_type 34,feature 312,2,resource_type 2,severity_type 1
13957,event_type 11,feature 170,8,resource_type 8,severity_type 1
17397,event_type 23,feature 306,4,resource_type 7,severity_type 4
4749,event_type 20,feature 219,1,resource_type 2,severity_type 1
11636,event_type 11,feature 87,3,resource_type 8,severity_type 1
8032,event_type 15,feature 193,3,resource_type 8,severity_type 1
17255,event_type 34,feature 232,2,resource_type 2,severity_type 2
11469,event_type 35,feature 313,1,resource_type 2,severity_type 1
14805,event_type 34,feature 312,4,resource_type 2,severity_type 2
1936,event_type 34,feature 313,2,resource_type 2,severity_type 2
